dataStatus,principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,basisOfRecord,fatal,quantityDetected,monthCollected,dayCollected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,diseaseLineage,genotypeMethod,testMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,diagnosticLab,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6344 - WEI-2019-09,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6345 - WEI-2019-10,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6346 - WEI-2019-11,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6347 - WEI-2019-12,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6348 - WEI-2019-13,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6349 - WEI-2019-14,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6350 - WEI-2019-15,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6351 - WEI-2019-16,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6352 - WEI-2019-17,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6353 - WEI-2019-18,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6354 - WEI-2019-19,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6355 - WEI-2019-20,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6356 - WEI-2019-21,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6357 - WEI-2019-22,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2019,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer6358 - WEI-2019-23,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2017,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer1699 - M099,Ichthyosaura,alpestris,swabbing,Bsal,,LivingSpecimen,,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Weilerbach,,2017,49.845261,6.389539,100,Bsal Consortium Germany,BsalGer1704 - M104,Ichthyosaura,alpestris,swabbing,Bsal,,LivingSpecimen,,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0183 - M037,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0184 - M038,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0185 - M039,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0186 - M040,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0187 - M041,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0188 - M042,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0189 - M043,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0190 - M044,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0191 - M045,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0192 - M046,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0193 - M047,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0194 - M048,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0195 - M049,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0196 - M050,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0197 - M051,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0198 - M052,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0199 - M053,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0200 - M054,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0201 - M055,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0202 - M056,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0203 - M057,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0204 - M058,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0205 - M059,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0206 - M060,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0207 - M061,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0208 - M062,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0209 - M063,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0210 - M064,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0211 - M065,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0212 - M066,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0213 - M067,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0214 - M068,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0215 - M069,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0216 - M070,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0217 - M071,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0218 - M072,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0219 - M073,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0220 - M074,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0221 - M075,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0222 - M076,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0223 - M077,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0224 - M078,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0225 - M079,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0226 - M080,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0227 - M081,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0228 - M082,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0229 - M083,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0230 - M084,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0231 - M085,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0232 - M086,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0233 - M087,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0234 - M088,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0235 - M089,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0236 - M90,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0237 - M91,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0238 - M92,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0239 - M93,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2017,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0240 - M94,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Bollendorf,,2018,49.849103,6.326625,100,Bsal Consortium Germany,BsalGer0241 - BO-2018-001,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
